Seed,Closest,Furthest,Average
11402,1355.8214,38701.797,17400.23
11403,1559.1881,38935.566,17920.777
11404,1733.647,40121.066,18551.57
11405,2056.5598,39612.645,16932.27
11406,1560.5312,40127.09,17416.35
11407,1752.684,37356.09,16530.348
11408,1828.7539,40560.242,18440
11409,1477.0415,39339.527,17650.15
11410,1788.6699,37735.39,16944.771
11411,2078.413,39717.55,17304.639
11412,1737.5159,37608.586,16956.254
11413,1933.1912,39792.305,18311.21
11414,1293.5712,37824.266,17026.137
11415,1765.7045,36747.816,17136.854
11416,1469.2316,38474.703,18017.418
11417,1613.1481,38745.08,17662.533
11418,1261.9384,38700.945,18033.525
11419,1335.3745,40419.89,17779.764
11420,1212.008,36639.617,16544.68
11421,1729.7522,38404.125,18582.088
11422,1728.1147,36687.715,17200.82
11423,1156.965,40252.36,17518.744
11424,1315.9175,35926.176,16306.236
11425,1402.648,35434.156,16344.832
11426,1261.8745,37075.766,17796.521
11427,1533.521,39773.33,17305.09
11428,1335.4014,39176.445,17085.68
11429,1901.6509,38636.26,18307.164
11430,1687.7457,40349.69,17868.922
11431,1118.4467,37256.746,16818.865
11432,2119.7947,37571.195,16912.32
11433,2083.5205,39388.29,17811.418
11434,1304.7291,39006.17,18028.63
11435,1713.2057,38554.594,17978.611
11436,1409.3732,39142.348,17737.076
11437,1704.9165,40699.016,17530.29
11438,1484.5427,40069.793,17186.148
11439,1551.1338,39496.64,18371.732
11440,1438.5125,37725.707,16362.918
11441,1401.1648,34168.723,16725.87
11442,1521.7699,39057.13,17632.598
11443,1173.3142,38463.516,17352.027
11444,1166.6584,39942.76,17830.309
11445,1667.2465,39244.504,17415.729
11446,2097.011,35951.79,15833.746
11447,1357.2692,39562.844,17462.63
11448,1733.3138,39148.996,17680.68
11449,1480.7214,37925.47,17419.41
11450,1573.0557,39153.96,17549.594
11451,1469.5853,39029.305,17451.348
11452,1507.0212,38591.1,17816.678
11453,1601.5427,40581.406,18233.44
11454,1841.0903,35542.71,17418.014
11455,1299.6124,36809.547,16835.492
11456,1736.0005,37701.734,16630.08
11457,1529.5923,38736.61,17963.076
11458,1790.6334,38630.254,18806.42
11459,1965.5968,38708.574,17773.723
11460,1754.2104,39164.668,17749.66
11461,1821.8748,38838.27,18446.668
11462,1686.59,38592.246,16759.035
11463,1394.6162,38744.12,17720.191
11464,1231.6293,37727.906,17014.959
11465,1706.5455,38257.83,16742.104
11466,1537.09,36364.414,17336.121
11467,1274.4331,38188.17,17202.883
11468,1467.8562,36367.785,16243.946
11469,1376.2227,36569.992,16680.742
11470,1807.6248,39981.39,17968.893
11471,1552.4601,38200.977,17318.062
11472,1771.4908,38743.93,18501.148
11473,1413.2272,38702.465,18560.053
11474,1937.091,39073.508,17905.455
11475,1705.5216,37343.125,16745.074
11476,1683.082,34572.16,15946.721
11477,1942.604,38754.453,18246.47
11478,1195.9098,37096.457,16040.788
11479,1375.8348,38543.08,18397.945
11480,1285.2997,38133.984,17564.219
11481,1408.36,38006.344,17762.248
11482,1946.894,38984.92,18260.758
11483,1686.418,39487.402,18434.135
11484,1734.474,38672.59,17156.111
11485,1278.3363,38253.5,17388.143
11486,1183.109,35452.97,16427.701
11487,1907.2087,37891.45,18024.352
11488,1639.258,38789.605,17366.352
11489,1543.9778,40507.855,17467.951
11490,1699.8296,40024.742,17975.316
11491,1679.2277,37804.52,16745.656
11492,1501.8711,37198.516,17460.809
11493,1195.445,38426.89,17019.355
11494,2164.4365,36734.402,16764.014
11495,1267.8114,39321.293,17245.633
11496,1592.8312,40851.215,18450.057
11497,1804.0624,40034.785,18843.46
11498,1684.9996,37039.062,16686.197
11499,1678.5182,40164.047,19213.354
11500,1469.1351,37930.58,17022.242
11501,1680.9003,40435,18820.193
11502,1235.5208,39752.79,18911.766
11503,1551.2385,39314.793,17919.568
11504,1634.3091,38865.562,18047.18
11505,1385.0248,40047.918,17973.178
11506,1988.1489,39601.08,17169.725
11507,1670.8167,38278.31,18481.941
11508,1815.6337,38142.766,18027.201
11509,1804.0327,38508.766,17198.357
11510,1794.6693,38244.406,17093.031
11511,1194.9321,37115.277,16890.484
11512,1115.0227,37748.598,16502.29
11513,1167.9194,36148.547,16322.507
11514,1357.5001,38587.84,17869.863
11515,1667.4884,40189.414,18780.795
11516,1887.5006,38226.227,17694.604
11517,1581.9006,39215.75,17886.459
11518,1446.693,33926.188,15190.215
11519,1319.144,40102.734,17887.98
11520,1818.117,37771.47,17195.992
11521,1556.6583,36913.363,16709.148
11522,1534.9419,38565.4,17231.393
11523,1272.7092,38092.492,17622.395
11524,1795.4358,40965.062,18003.979
11525,2225.932,38553.484,18086.043
11526,1692.8372,36631.223,15832.16
11527,1391.3354,38312.785,17984.258
11528,1209.6234,39429.355,17713.646
11529,1138.9108,38331.547,17026.383
11530,1803.2632,37373.85,16394.732
11531,1221.3053,36918.55,17948.49
11532,1271.0884,40426.543,17883.992
11533,1878.0137,40464.33,17689.934
11534,2082.4202,37784.793,17001.346
11535,1528.7233,39327.65,17557.832
11536,1513.3323,38257.484,16758.758
11537,1626.8726,38765.19,17281.5
11538,1334.8385,37170.945,17165.602
11539,1656.4556,37950.21,17221.578
11540,1736.026,38137.42,16922.996
11541,1820.1326,41571.94,17488.79
11542,1577.291,37290.695,17383.584
11543,1391.299,39442.297,17266.404
11544,1450.0938,38251.11,17314.197
11545,1291.3418,38800.73,17326.441
11546,1360.1826,38930.984,18301.086
11547,2019.3728,37854.215,16377.317
11548,1874.6119,41146.457,17884.69
11549,1303.0446,38688.367,16867.43
11550,1821.9976,40908.38,18183.635
11551,2285.3967,38358.273,18112.432
11552,1619.6747,39251.195,17421.879
11553,2121.8542,39098.44,17373.863
11554,1532.3934,39300.02,17554.816
11555,1676.9546,40269.652,18373.256
11556,1252.3136,38874.844,17515.479
11557,1528.417,39384.035,17495.945
11558,1862.6925,38436.645,17798.648
11559,1771.6559,37104.285,16656.066
11560,1766.6672,38262.395,18352.902
11561,1431.5067,37780.652,17391.87
11562,1878.4121,37547.617,16935.338
11563,1336.3365,36453.797,16645.912
11564,1928.767,37991.297,16824.121
11565,1591.7711,40659.88,17309.938
11566,1035.0854,38175.684,16409.092
11567,1395.9305,40205.723,17486.062
11568,1497.0791,35684.65,16261.478
11569,1744.0204,38516.52,17813.992
11570,1263.9224,36067.434,16307.214
11571,1575.8816,38935.08,17281.87
11572,1121.4781,37681.23,16942.49
11573,1703.0082,34712.797,16186.4795
11574,1076.6095,38183.9,16688.604
11575,1659.9441,38058.86,17750.783
11576,1484.6567,38293.99,17928.686
11577,1526.7034,38049.81,17697.287
11578,1560.6895,37292.67,17389.994
11579,1076.5364,39720.406,17701.477
11580,1639.9412,36247.938,15640.964
11581,1579.7085,39648.457,18163.28
11582,1209.4371,37680.05,17578.62
11583,1933.3267,38055.254,17746.316
11584,1406.9327,38357.83,16889.756
11585,1600.2963,38852.434,17161.555
11586,1393.8833,38192.914,18033.729
11587,1990.52,36653.395,16553.234
11588,1750.4907,37688.44,18027.95
11589,1447.8533,37644.867,17206.51
11590,1229.7505,38370.637,17404.814
11591,1547.6893,37725.527,17595.955
11592,1329.1283,34884.555,15630.451
11593,1201.9542,38904.094,17357.674
11594,1486.4087,37733.793,18305.682
11595,1621.3672,37125.41,16676.047
11596,1935.7936,38091.668,17900.72
11597,1243.0718,37969.27,16828.76
11598,1621.5542,39596.902,17614.732
11599,1724.9814,41362.008,18270.67
11600,1671.7815,40043.17,17487.324
11601,1456.1925,39822.496,17538.594
11602,1479.0405,38890.625,17477.375
11603,1225.5758,36761.42,15711.344
11604,1753.9663,38896.324,17400.486
11605,1667.3494,38558.266,18067.418
11606,1373.8971,39197.926,17495.252
11607,1209.4846,38879.71,17264.598
11608,2041.4958,34209.668,16407.459
11609,1255.7714,39702.676,18507.9
11610,1467.6119,38390.99,17798.85
11611,1578.6436,36986.3,17590.084
11612,1546.5581,41032.2,18535.99
11613,1513.7391,37692.992,17243.021
11614,1319.1509,39411.047,18461.758
11615,1408.0347,36341.207,17393.018
11616,1678.1163,36384.414,17065.633
11617,1180.4556,36011.63,16504.07
11618,1711.8754,38941.887,18282.959
11619,1660.582,35046.023,17133.352
11620,1591.2279,38391.484,17482.332
11621,1494.4901,39215.17,17927.178
11622,1337.8762,39619.07,16433.652
11623,1740.6477,40029.785,17413.408
11624,2034.1437,38915.387,17007.87
11625,1949.485,39520.547,18635.756
11626,1854.4462,38099.367,17630.24
11627,1559.0288,37423.11,16797.18
11628,1666.1577,38698.97,18048.334
11629,1326.0533,37931.34,17428.059
11630,1319.0093,39257.57,17881.883
11631,1430.6958,39804.047,18358.102
11632,1456.9613,39153.78,17926.86
11633,2108.1584,38465.16,17239.992
11634,1719.2424,37136.305,17352.34
11635,2027.3516,38984.703,17381.295
11636,1115.1625,35707.547,17411.898
11637,1354.8892,37706.75,17289.594
11638,1131.4775,36361.324,16973.674
11639,1746.212,38040.59,16659.83
11640,1824.6389,39800.977,18054.121
11641,1356.0132,37644.695,17042.217
11642,1831.1643,37738.953,17239.336
11643,1456.617,36161.445,17971.197
11644,1477.1663,38947.996,17814.658
11645,1451.6034,39431.383,17078.059
11646,1399.9065,35982.684,16930.666
11647,1391.0194,39381.953,18491.928
11648,1219.062,38439.91,17620.914
11649,1506.3225,39849.285,18462.96
11650,1639.786,38573.047,18685.883
11651,1406.3287,37312.742,17016.168
11652,1806.9547,39824.816,18387.809
11653,1484.838,36385.504,16169.726
11654,1397.868,38173.17,17253.092
11655,1242.1016,36335.984,16510.664
11656,1576.564,36994.984,16177.538
11657,1608.4208,39589.902,17581.117
11658,1340.3641,37781.46,17311.879
11659,1687.8864,36465.395,16539.477
11660,2004.2798,39640.75,17695.615
11661,1686.1128,39745.355,17791.396
11662,1516.9155,36184.316,16163.478
11663,1924.2552,39180.766,18393.498
11664,1908.462,38181.887,17102.242
11665,1358.5001,37801.203,16974.865
11666,1391.5631,36406.17,16757.086
11667,1134.2804,37304.168,17785.377
11668,1419.3925,39857.49,18160.945
11669,1614.5603,37301.25,16534
11670,1637.0771,39408.75,17918.482
11671,1429.6929,39819.75,17721.674
11672,1485.0004,38570.785,17003.123
11673,2187.3582,34995.68,16181.094
11674,1634.4584,37698.89,16990.63
11675,1717.6627,38870.52,17784.46
11676,1747.6531,36182.44,16138.632
11677,1500.8323,38676.58,17535.895
11678,1888.936,36988.29,16758.086
11679,1840.5073,37955.62,17017.988
11680,1068.304,37636.39,17350.404
11681,1567.6923,40092.543,18267.016
11682,1716.2026,35120.773,17080.594
11683,1408.3898,37730.72,16638.828
11684,1733.2388,38633.09,16836.232
11685,1155.7406,39330.188,16906.088
11686,1846.5273,37463.85,16321.754
11687,1767.616,39207.65,18116.662
11688,1307.6108,36534.582,16821.895
11689,1673.0111,37367.617,16255.949
11690,1324.8049,38251.26,17695.016
11691,1823.9844,40628.555,18217.646
11692,1511.3345,37434.926,16693.684
11693,1334.429,35427.953,16623.047
11694,1243.1079,38086.035,17899.504
11695,1544.7112,37738.44,17188.752
11696,2028.1967,37822.016,17797.695
11697,1684.0768,40421.87,18106.273
11698,2000.6783,37973.83,17314.838
11699,1428.1729,38521.64,18366.928
11700,1205.0161,37209.207,17927.309
11701,1530.6895,40223.457,18608.107
11702,1508.9584,37715.566,17739.186
11703,1358.8267,37133.062,15973.601
11704,1101.3171,38736.93,17702.186
11705,1491.2042,37667.96,17024.664
11706,1402.4653,38728.11,16823.098
11707,1759.901,37854.156,18082.775
11708,1440.6924,39727.7,17492.914
11709,1949.7778,39189.117,18399.836
11710,1522.6932,37461.14,17706.71
11711,1542.9576,38144.51,16742.307
11712,1685.5367,35660.535,16827.11
11713,1683.2947,36787.78,16854.418
11714,1619.8691,38330.72,16764.023
11715,1289.491,36605.168,16758.93
11716,1760.4368,40623.37,17023.98
11717,1405.7095,38887.414,18163.348
11718,1744.5885,38055.016,16928.309
11719,2145.0303,36403.324,17465.86
11720,1187.0697,39659.6,17284.893
11721,1819.2876,38286.44,17907.375
11722,1923.9082,39283.152,18289.238
11723,1821.4896,38436.63,18086.256
11724,1440.6606,37709.42,16720.541
11725,1382.7316,38165.18,16846.703
11726,1349.5162,39728.945,18473.143
11727,1864.1702,39167.89,18469.69
11728,1214.7112,33891.49,16590.928
11729,1878.2698,40110.33,18389.111
11730,2005.6183,38820.777,17293.078
11731,1582.6017,38413.332,17553.234
11732,1696.0854,39946.867,18232.617
11733,1371.235,37983.375,17151.758
11734,1456.9913,35810.41,15937.83
11735,2012.8071,38026.367,17658.422
11736,2237.8608,38783.527,17722.77
11737,1428.2701,39335.684,18436.322
11738,1954.2798,39370.88,17313.387
11739,1646.2299,39063.53,17676.877
11740,1752.9436,39414.78,17636.104
11741,1769.7554,38098.734,16966.041
11742,1402.669,41014.797,17941.344
11743,1714.428,37246.332,17541.07
11744,1316.02,38988.773,17874.416
11745,1515.5664,37649.742,16593.07
11746,1492.6294,35025.03,16264.982
11747,2175.6274,39420.297,18384.867
11748,1608.9031,34370.645,16741.041
11749,1613.6814,39301.875,18926.006
11750,1584.7515,40259.074,18630.482
11751,1285.2836,38631.848,16435.742
11752,1697.471,36857.414,16224.038
11753,1485.8479,40918.234,17812.857
11754,1466.3038,36987.484,17085.707
11755,1229.0562,38443.547,17253.041
11756,1384.8003,39225.703,17090.447
11757,1551.229,37570.207,17401.965
11758,1531.7146,39441.984,18265.938
11759,1690.5331,38865.234,18309.979
11760,1611.796,39330.703,17719.8
11761,1987.8127,37160.734,16427.414
11762,1322.5618,38466.08,17411.742
11763,1656.0144,39002.03,17451.883
11764,2245.79,38002.64,17341.65
11765,1422.3488,36990.832,17199.916
11766,1179.1558,37795.977,17597.705
11767,1496.3854,39992.8,17722.195
11768,1801.3846,39512.883,17948.623
11769,1268.3484,39615.57,18098.59
11770,1647.3608,40409.094,17737.791
11771,2075.4592,36382.48,17169.836
11772,1444.5161,36920.14,17202.71
11773,1326.2981,34679.742,15703.736
11774,1718.852,38001.312,17974.713
11775,1234.0044,36695.89,17822.129
11776,1634.096,37536.754,17864.36
11777,1704.3647,38452.36,17287.316
11778,2167.8425,40571.11,18443.195
11779,1459.0848,37764.527,18107.44
11780,1439.102,39377.617,18009.85
11781,1084.2657,37160.57,16366.326
11782,1356.1576,39421.887,17445.102
11783,1687.4705,38143.94,17751.158
11784,2061.5632,39180.035,17340.863
11785,1408.7112,38421.734,16784.28
11786,1150.6018,37050.625,17320.15
11787,1531.3867,35233.57,16584.354
11788,1741.7036,38715.84,17717.936
11789,1468.3011,38932.875,17843.129
11790,1336.0405,38100.367,16949.277
11791,1364.8912,38174,17247.664
11792,1571.7935,37531.664,17519.06
11793,1336.4253,39215.043,16892.498
11794,1754.9749,37898.004,17333.62
11795,1524.4297,38074.164,17630.854
11796,1701.8197,38280.24,15919.314
11797,1718.002,40594.13,18213.975
11798,1792.6799,37641.83,17852.473
11799,1610.2865,36681.867,17552.963
11800,1138.9331,38828.37,17481.023
11801,1642.4585,37843.617,17923.373
11802,1924.5371,40117.777,18513.004
11803,1944.6649,39478.61,16916.852
11804,1833.3646,39360.17,17979.486
11805,2320.9248,39634.125,18772.408
11806,1271.6135,38734.25,16921.91
11807,1144.0424,39068.145,18579.664
11808,1521.5809,36345.24,17191.643
11809,1439.819,39292.176,17213.61
11810,1610.3462,37252.344,16554.46
11811,1133.9648,38816.688,18110.775
11812,1713.8209,38378.188,18150.695
11813,1691.9232,39361.023,18581.574
11814,1550.7802,37435.613,17203.244
11815,1817.747,40270.906,17333.123
11816,1771.5737,38763.465,17003.73
11817,2052.926,37561.07,17622.023
11818,1226.1322,37869.203,17867.604
11819,1860.4299,36304.688,16816.758
11820,1052.917,38761.227,16580.803
11821,1263.7767,40224.41,18347.709
11822,1648.0825,37337,17380.555
11823,1598.0065,37054.766,17043.688
11824,1092.8759,38624.188,17113.951
11825,1675.0115,39566.457,18244.545
11826,1499.8049,37310.11,17436.21
11827,1499.5698,37409.016,17309.162
11828,1562.9044,39134.734,17335.32
11829,1502.9822,39841.086,17985.688
11830,1616.9644,38873.48,17791.193
11831,1912.5513,36955.223,16350.993
11832,1679.4534,37977.87,17282.076
11833,1527.1567,39056.496,17584.59
11834,1562.3375,38656.33,18060.385
11835,1333.0278,40262.547,17937.76
11836,1685.5297,38846.902,17259.295
11837,1322.396,36707.805,16882.959
11838,1833.689,39609.895,18213.555
11839,1471.5992,37161.312,16141.5205
11840,1419.166,39765.477,17704.668
11841,1605.561,37102.945,17654.707
11842,1826.2036,37816.637,17129.934
11843,1783.8282,38762.582,17924
11844,1571.5519,37912.125,16694.098
11845,1169.851,38958.71,18190.861
11846,1573.0756,40374.918,18193.326
11847,1511.8027,35098.25,16237.571
11848,1790.0233,39645.188,18112.596
11849,1393.2638,38379.953,17697.838
11850,1410.8846,39179.73,17320.805
11851,1628.8635,38026.258,17585.242
11852,1704.9153,39457.99,18171.443
11853,1353.1976,38488.33,17631.781
11854,1784.2363,38798.973,18388.879
11855,1759.9509,40664.58,18463.084
11856,1516.3019,37582.64,17409.752
11857,2159.8225,40520.656,19162.555
11858,1377.6724,38794.555,18194.084
11859,1382.9292,39213.332,17659.137
11860,2032.1975,40018.17,18582.133
11861,1897.7611,38980.26,17274.041
11862,1071.5104,37855.145,17061.648
11863,1641.426,38541.027,17219.281
11864,2011.7079,39183.207,18337.799
11865,1274.666,38476.348,18095.102
11866,1439.8235,38773.36,17216.293
11867,1279.3445,38111.16,16225.766
11868,1161.0454,38783.89,17043.55
11869,1628.8698,37749.58,17364.543
11870,1976.533,38272.758,17047.041
11871,1258.0076,39514.83,18453.406
11872,1465.3466,38860.223,17880.521
11873,1794.8575,36765.094,17583.12
11874,1757.8242,39486.605,18171.322
11875,1739.4208,38754.332,18285.736
11876,1769.7516,38651.047,17236.523
11877,1665.9595,39278.938,18136.105
11878,1558.0796,37924.668,17814.227
11879,1795.6951,38860.457,18256.271
11880,1209.1965,35636.402,16847.549
11881,2236.976,36338.168,17524.658
11882,1927.4253,38398.902,17217.82
11883,1543.9565,38934.86,17762.719
11884,1946.7014,37527.91,18084.758
11885,1366.2129,38433.78,17684.389
11886,1478.0789,39188.883,18362.303
11887,1684.0538,38634.344,17915.736
11888,1246.7161,37562.496,16775.584
11889,1324.2113,38339.797,16236.728
11890,1197.0737,38809.492,17778.57
11891,1123.7422,36534.258,16560.191
11892,2037.8303,40613.62,18307.3
11893,1283.1725,39684.617,17447.742
11894,1411.4116,38128.043,17992.908
11895,1657.6066,40210.04,17775.062
11896,940.2755,39569.703,17893.238
11897,1648.0295,39308.96,17715.809
11898,1820.86,40205.016,18123.701
11899,1431.282,37155.03,16880.291
11900,1349.572,37551.66,17553.988
11901,1839.6959,39839.05,18302.514
11902,1812.805,36633.332,17330.383
11903,2090.876,38623.883,17295.877
11904,1677.2411,38516.863,17961.207
11905,1578.5275,39998.93,18214.908
11906,1446.5817,37703.758,17020.8
11907,1536.5238,39478.945,17961.666
11908,1680.3572,35951.305,16654.953
11909,1633.0673,39430.734,17654.238
11910,1559.1158,39037.727,17763.844
11911,1834.2433,38247.836,17514.416
11912,1795.7145,39140.438,18197.17
11913,1726.5546,40858.91,18316.174
11914,1934.784,38523.97,17384.234
11915,1635.9667,38336.457,17720.902
11916,1130.313,38313.44,18771.994
11917,1884.7268,36332.45,16977.426
11918,1298.1532,39015.42,17774.406
11919,1251.4526,39794,18217.701
11920,987.92773,36573.887,16404.879
11921,1669.2876,39006.082,18527.436
11922,1383.9154,35216.637,16993.104
11923,1975.0374,39806.305,18238
11924,1376.0658,39064.457,16551.307
11925,1414.7163,38296.69,18182.955
11926,1971.7654,38970.1,18191.29
11927,1356.1348,36963.543,17590.96
11928,1200.9062,37638.258,17111.082
11929,1709.3276,41353.047,17875.156
11930,1445.0427,39491.414,17560.047
11931,1804.5739,38379.98,17837.135
11932,1291.0222,37833.453,17833.543
11933,1690.33,38327.695,17039.805
11934,1339.8907,38002.85,17079.373
11935,1974.7687,38857.945,18482.232
11936,1654.406,36974.69,16732.766
11937,1283.5867,35427.58,15759.998
11938,1489.4291,36810.574,16400.727
11939,1513.0315,40234.86,17642.607
11940,1455.2747,39032.27,17588.822
11941,1961.3823,38776.156,17210.379
11942,1598.9528,40683.652,18036.08
11943,1816.3502,37712.254,17757.166
11944,2324.058,39268.34,18018.62
11945,1235.6233,39652.367,17727.268
11946,1580.3154,38261.027,16794.998
11947,1597.2101,38563.875,17621.438
11948,1244.6162,37917.562,17490.205
11949,1415.5463,35607.582,16986.633
11950,1721.0845,39191.668,17066.586
11951,1583.1606,39732.3,18097.291
11952,1231.4268,36598.348,17062.482
11953,1909.2977,38503.305,17755.246
11954,1594.6556,40542.844,18743.951
11955,1532.954,38716.453,17608.668
11956,1873.6519,40281.645,17659.879
11957,1817.4663,36965.113,16987.617
11958,1035.0679,35855.203,16278.016
11959,1334.4058,37844.812,17643.13
11960,1371.5479,39197.785,17849.453
11961,1601.5248,39215.883,17425.135
11962,1714.769,35900.086,16805.059
11963,1461.3514,39958.69,18323.37
11964,1144.4644,37737.426,18497.82
11965,1346.6827,40011.67,18589.32
11966,2020.5245,39400.445,18297.473
11967,1441.5137,40367.613,16579.105
11968,1855.1113,37755.61,16815.697
11969,1429.3618,39914.42,18141.639
11970,1797.9463,38443.145,17651.39
11971,1796.0171,38649.145,17368.02
11972,1493.9681,38333.184,18316.674
11973,2223.4001,36324.863,16727.299
11974,1265.12,37314.68,16281.922
11975,1700.8032,34829.57,16332.304
11976,1865.2109,39976.355,18242.521
11977,1651.9009,38644.805,17381.24
11978,1480.8413,38708.223,17383.047
11979,1391.2314,37590.67,17852.09
11980,1339.9579,38938.168,17468.719
11981,1667.921,39494.22,18056.86
11982,1328.6665,39518.42,17442.326
11983,1181.2759,37919.277,17396.393
11984,1873.601,37764.64,17602.94
11985,1672.3932,38212.242,17152.648
11986,1532.6853,37443.984,16947.148
11987,2022.7877,40606.848,18090.738
11988,1469.7493,38408.14,17881.79
11989,1698.0493,39251.73,17654.885
11990,1441.1395,38748.75,17668.23
11991,1508.5206,35088.766,16560.285
11992,1783.1704,39194.15,17033.607
11993,1558.3683,38238.246,17365.604
11994,1470.892,39773.938,17497.086
11995,1158.2377,37131.36,17002.78
11996,2288.4426,38983.645,17439.467
11997,1753.9197,40586.434,18029.523
11998,1357.6841,38078.523,16837.865
11999,1529.6998,37461.86,17144.77
12000,1926.8337,39295.02,17925.748
12001,1799.7897,38887.11,18588.934
12002,1854.7474,37406.098,16638.238
12003,1434.5151,40640.805,17634.133
12004,1598.6515,38415.44,18229.477
12005,1713.1113,39000.58,18382.3
12006,1737.1759,38221.58,17005.236
12007,1976.8069,33752.03,16133.589
12008,1213.702,37958.164,17286.383
12009,1452.3005,37753.88,18384.223
12010,1758.3103,37430.977,16752.383
12011,1231.5061,38153.68,17502.414
12012,1451.9486,38075.19,17699.504
12013,1452.9744,38467.523,17901.818
12014,1129.4635,38062.605,16490.79
12015,1387.2084,37613.297,17176.842
12016,1673.239,40153.984,17614.078
12017,1846.0912,37572.46,17464.117
12018,1449.7567,39211.64,17911.082
12019,1660.091,37744.703,17213.496
12020,1445.3384,38336.406,17288.16
12021,1646.6576,36370.703,16648.79
12022,1802.6487,37781.6,16892.512
12023,1403.6147,38930.17,17214.885
12024,1500.3104,38488.7,16579.295
12025,1320.0385,38691.94,17529.607
12026,1704.0815,39390.3,17666.46
12027,1689.7815,39984.125,17699.68
12028,1282.7158,37419.92,16842.512
12029,1767.8525,38462.12,17499.04
12030,1548.8654,35353.42,16436.926
12031,1946.1519,36028.72,17314.85
12032,2186.915,39407.668,18351.148
12033,1590.3104,35050.14,16391.07
12034,1165.6836,37930.008,17943.256
12035,1784.8934,37266.72,17158.275
12036,1627.7118,40881.793,18576.682
12037,1307.605,37957.555,16251.811
12038,1543.7555,36439.523,17279.557
12039,1225.4315,38435.6,17702.58
12040,1764.6538,38646.58,17724.713
12041,1702.3527,38507.71,17309.898
12042,1820.5486,36873.33,16914.828
12043,1582.4546,41152.867,18284.96
12044,1324.0822,37982.457,16984.703
12045,2138.1501,40115.83,18641.344
12046,1554.6422,37408.52,17806.273
12047,1803.546,35513.277,16497.477
12048,966.5773,40245.723,17534.988
12049,1720.624,39461.67,18570.055
12050,1432.9069,38633.645,17884.703
12051,1614.0167,39575.824,18091.04
12052,1915.1091,35963.84,16472.65
12053,1680.2802,37901.453,17323.945
12054,1357.474,37304.395,17224.566
12055,1488.7919,37989.863,17390.008
12056,2050.3975,38951.082,18016.814
12057,1523.5857,36522.812,16860.584
12058,1416.2657,39536.023,17815.758
12059,1517.9095,38822.164,17477.795
12060,1726.3494,38023.984,17409.014
12061,1721.1727,37219.395,17531.713
12062,1167.6321,38388.387,16730.79
12063,1993.1782,38604.117,17982.086
12064,1539.9985,37490.36,17496.666
12065,1358.0077,37389.734,17678.266
12066,1467.2999,34592.363,16364.243
12067,1786.4861,39864.902,18505.275
12068,1655.8735,37777.55,17384.447
12069,1982.8802,38408.016,17726.682
12070,1541.2433,39603.363,18284.09
12071,1336.7448,38502.895,17619.277
12072,1878.464,39362.723,16776.172
12073,1530.4685,36878.152,17637.322
12074,1118.0662,37978.777,17628.357
12075,1768.8755,38481.58,17443.05
12076,1061.0778,38923.12,17996.943
12077,1247.7832,39210.242,17583.29
12078,1766.2225,39739.27,17922.445
12079,1351.14,38716.75,17879.13
12080,1408.3022,37246.312,17324.127
12081,1386.2871,36164.39,16793.67
12082,1985.0282,39723.82,18519.875
12083,1550.3522,36662.918,17118.865
12084,1924.9099,39516.57,17293.248
12085,1287.6259,39022.023,16090.7295
12086,1386.953,40710.137,18081.836
12087,1663.9049,39050.586,17091.71
12088,1239.853,39624.52,16833.367
12089,1072.2882,38897.594,17906.572
12090,1790.3181,38947.984,17348.688
12091,1844.8826,36492.266,16271.514
12092,1766.9592,37919.348,17552.672
12093,1449.9803,38929.016,18228.812
12094,1167.3247,38623.15,17173.346
12095,1998.852,38178.223,17923.988
12096,1401.6118,40821.047,18067.928
12097,1394.9933,36681.64,17020.543
12098,1588.9083,39704.156,17073.55
12099,1519.481,37379.184,17452.914
12100,1511.5382,37896.37,17108.646
12101,1704.5835,39600.203,18669.816
12102,2153.8672,38045.5,16416.035
12103,1304.6364,37660.402,17368.648
12104,1498.8745,37966.496,16905.81
12105,1598.5615,37279.957,17847.79
12106,1295.378,39286.664,17090.508
12107,1414.0045,38881.195,17896.777
12108,1342.5557,39807.33,17913.488
12109,1229.7509,35818.63,16232.316
12110,983.0892,39126.633,17643.934
12111,1355.804,37587.895,17402.92
12112,1396.3933,38834.027,17990.14
12113,1690.3394,34671.355,15849.62
12114,1700.2124,38151.363,17072.049
12115,1954.6635,39006.637,17585.586
12116,1618.8744,35655.945,17435.768
12117,2076.7974,38997.46,17866.234
12118,1761.5677,37177.004,17218.117
12119,1425.0469,38859.707,17609.158
12120,1775.1339,37446.918,17514.52
12121,1644.4038,37468.883,17081.979
12122,2016.0209,33128.723,15861.842
12123,1944.8268,37270.703,17403.023
12124,1602.2482,39570.92,17942.305
12125,1244.6664,37689.863,18058.307
12126,871.05225,39632.43,17289.102
12127,1565.5575,39624.047,17763.344
12128,1766.6698,38579.023,16784.273
12129,1274.3691,39614.438,18629.695
12130,1519.0786,37075.785,16777.885
12131,1330.6233,38535.734,18284.46
12132,1564.2218,36357.836,17159.268
12133,1572.1777,40005.246,17694.326
12134,1889.4941,38398.965,17209.902
12135,1332.2269,36222.797,17204.291
12136,1612.4121,40684.66,17907.723
12137,1928.5801,40250.203,18164.297
12138,1560.9607,39357.016,19213.305
12139,1534.3308,38305.88,17129.084
12140,1450.8246,37651.89,17972.043
12141,1669.9009,40653.797,18249.545
12142,1552.354,38049.785,17716.96
12143,1595.5375,37974.266,18094.348
